"codigo_producto","nombre_producto","peso_manual","peso_calculado"
"XI3HOG335","HELLO 5 5 SEC 2024","1","0.5"
"XLNGUM062","LEYENDAS DE MI TIERRA","0.5","1"
"XQMHOG316","QUIMICA 6 N EDICION 6 SEC 2024","0.5","1"
"DESVER003","DESTRUCTOR DE PAPEL VERICASH VC 8XXC","0.5","1"
"XCLALG076","CALCETIN AMARILLO CUENTOS DE ANDERSEN","0.7","1"
"XLLSIG087","TELARAÑA LOS POSEIDOS DE LUNA PICANTE","0.7","1"
"PSSPIM001","PASTELES PRIMO 080PO12N JGO12U","1.5","1"
"XFIHOG316","FISICA 6 N EDICION 6 SEC 2024","0.5","1"
"XCLEDB204","UN CUENTO PARA CADA DIA ABRIL","1.2","1"
"XCLEDB205","UN CUENTO PARA CADA DIA MAYO","0.5","1"
"GOEXXX102","GOMA EVA TOALLA NEG 50X70CM","0.7","1"
"MRJLYR010","MARCADOR JGO LYRA 6521062 AQUA BRUSH DUO 6 COLORES SKIN TONES","1","0.5"
"MCPPIL013","MICROPUNTA PILOT NEG HI TECPOINT V5 0.5MM","0.5","1"
"XACALB040","MI CUERPO Y YO A BAÑARSE","0.5","1"
"XCLSIG637","MIS SENTIMIENTOS ESTOY PREOCUPADO","1.2","1"
"XXEOCE101","DICCIONARIO PRACTICO DE LA LENGUA ESPAÑOLA OCEANO","1.5","1"
"ROSXXX012","ROSARIO PERLA BLANCA REDONDA","1.2","1"
"XMAHOG377","MATEMATICA 1 N EDICION 1 SECU 2023","0.5","1"
"XMARGC112","MATEMATICA PRACTICA 6 SEC ED 2014","1.5","1"
"NYLXXX008","NYLON COLOR LILA","1.5","1"
"PCRMER001","PORTACREDEN MERLETO HORIZONTAL","0.7","1"
"GOEXXX116","GOMA EVA GLITTER OFICIO ADHESIVO FUCSIA","1.2","1"
"PEGUHU030","PEGAMENTO UHU LIQUIDO 35ML","1","0.7"
"GOEXXX115","GOMA EVA GLITTER OFICIO ADHESIVO BLA","0.5","1"
"FOLDEL156","FOLDER DELLO 0286.ML.0025 MINIMAL  ALA OFICIO","1.2","1"
"SOBMEA006","SOBRE MEAD 80570 GARFIELD","0.5","1"
"PCDUSG001","PORTACDS USIGN CD 40D CAP40U CIERRE Y ASA","0.5","1"
"FOLDEL114","FOLDER DELLO 0244.H.0050 DELLOFINE CRISTAL LOMO 4 CMS ALA OFICIO","1.5","1.2"
"PFLXXX001","PAP FLUOR  AMA","1.5","1"
"RMIPTL001","RPTO MICROP PENTEL LR7 AX NEG 07MM","0.7","1"
"XMUGES109","MUSICA 3 SEC GES 2014","0.7","1"
"CNRDYM014","CINTA ROTUL DYMO 5201 09 NEG 3/8PULG","1.5","1"
"RESSTB022","RESALTADOR STABILO 70/5 02  BOSS ARTY  JGO 5PCS","1.5","1"
"XCLEDB201","UN CUENTO PARA CADA DIA ENERO","0.5","1"
"XCLEDB203","UN CUENTO PARA CADA DIA MARZO","0.7","0.5"
"XAPHOG132","EXPRESION  PLASTICA Y VISUAL 6 SECUNDARIA  2024","0.7","1"
"XCSHOG382","CIENCIAS SOCIALES 6 N EDICION 6 SEC 2024","1.2","1"
"PBOXXX003","PAP BOND ROS 75GR OFICIO","1.5","1"
"PERXXX004","PERFORARDORA CON DISEÑO","1.2","1"
"XLIBTN021","EL RETRATO DE DORIAN GRAY C E D C ART 110048","1.5","1"
"LAPLYR070","LAPIZ LYRA 1210114 2510 NEG 4H ROBINSON","1.2","1"
"GOEXXX121","GOMA EVA GLITTER OFICIO ADHESIVO VER MANZ","0.5","1"
"PSSLYR003","PASTELES LYRA 5641121 K12 POLYCRAYON JGO12U TONO CAFE","1.2","1"
"CNRDYM003","CINTA ROTUL DYMO 91335 AZUL LETRA TAG 1/2PULG O 12MM X 4M","1.2","1.5"
"PINMLC001","PINCEL MILCAR ABANICO 3UNI","1.5","1"
"PSESWA018","PAP SEDA PALO DE ROSA CORAL ROSE 50X75CM","0.5","0.7"
"BOLPRK131","BOLIGRAFO PARKER 2068511 JOTTER MATTE VERDE CLIP CROMADO","0.7","1"
"GOEXXX043","GOMA EVA GLITTER VER MANZ 50X70CM","0.5","1.5"
"PINPTL041","PINCEL PENTEL XGFH DAX COLOR BRUSH METALIC NEG M ROJ","0.7","1"
"CAUCNS106","CARTULINA CANSON MI TEINTES CANARIO 50X65CM 160GR 400  C200321114","1.5","1"
"XCLBTN017","NOCHES DE CUENTOS BLANCANIEVES EL PATITO FEO ART 2225","1.2","1"
"XCLBTN021","MOMENTO DE ILUSIONES LA BELLA DURMIENTE CENICIENTA ART 2233","1.5","1"
"DVDXXX007","DVD DVD R 4.7GB 120MIN","0.5","1"
"XLGHOG381","LITERATURA Y COMUNICACION 5 N EDICION 5 SEC 2023","0.5","1"
"MRDMRK003","MARCADOR MARKO ROJ PARA CD DOBLE PUNTA","0.5","1"
"PERISO011","PERFORADOR ISOFIT PP35 CAP 30HJS","0.7","1"
"XLNGUM117","TEMPESTAD EN LA CORDILLERA","1.2","1"
"CAUCNS015","CARTULINA CANSON COLORLINE CUERO 50X65CM  C41031","0.7","1"
"XQMHOG315","QUIMICA 5 N EDICION 5 SEC 2024","1.5","1"
"XFIHOG315","FISICA 5 N EDICION 5 SEC 2024","1.5","1"
"CAUCNS024","CARTULINA CANSON COLORLINE MANDARINA 50X65CM  C41007","0.7","1"
"XMARGC111","MATEMATICA PRACTICA 5 SEC ED 2014","0.5","1"
"XREHOG412","VALORES ESPIRIT Y RELIG 6 SECUNDARIA EDICION 2021","1.5","1"
"XCLMGA004","FICCION Y FANTASIA CONTANDO CON EL CORAZON","0.5","1"
"SELPEL002","SELLO PELIKAN 12410020 NUMERADOR AUTOMAT 8DIG","1.2","1"
"PCPMDN002","PAP CREPE MADISON ROJ METALIZADO","1.2","1"
"PINXXX002","PINCEL LENGUA DE GATO 6UNI","1.5","1"
"XXALAR003","DICC COMPACT ESPAÑOL ALEMAN ED LAROUSSE","0.5","1"
"FOLDEL010","FOLDER DELLO 0241.A.0050 DELLOFINE AMA. ALA OFICIO","0.5","1.2"
"XLGHOG375","LENGUAJE 5 N EDICION 5 PRIM 2024","0.5","1.2"
"XAPHOG106","EXPRESION  Y CREATIVIDAD 6 PRIMARIA  2019","0.7","1"
"GOEXXX056","GOMA EVA LISA DISENO BRILLO 45X60CM","1.2","1"
"CORPEL003","CORRECTOR PELIKAN MX LAPIZ CORRECTO 7ML","0.5","1"
"GOEXXX114","GOMA EVA GLITTER OFICIO ADHESIVO AZUL","1.2","1"
"GOEXXX124","GOMA EVA GLITTER OFICIO ADHESIVO TURQ","0.5","1"
"XMUHOG308","EDUCACION MUSICAL 2 N EDICION 2 SEC 2012","1.5","1"
"MRABAO004","MARC AGUA BAOKE MP391  VER PIZARRA","1.5","1"
"PDDFBC005","PINT DEDO FABER CASTELL 10587 30G  JGO6U","0.5","1"
"XQMSIN008","QUIMICA ORGANICA 6 CURSO PREUNIVESITARIO TAPA MORADA","1.5","1"
"XCLALG059","PRIMEROS CUENTOS EN LA PISCINA","1.2","1"
"XMAHOG375","MATEMATICA 5 N EDICION 5 PRIM 2024","1.5","0.7"
"LCLSTB061","LAPIC COLOR STABILO 1400 642 CARBOTHELLO VIOLETA PALIDO CLARO","1.5","0.7"
"BOLPIL013","BOLIGRAFO PILOT BPGP 10R F B 0.7MM NEG SUPER GRIP CLIP PLAST","1.2","1"
"MRASTB001","MARC AGUA STABILO 641 40 ROJ PLAN","0.7","1"
"BLDCNS069","BLOCK DIBUJO XL OLEO Y ACRILICO ESPIRAL 30HJS 250GR A4 C400110401","1.2","1"
"LAPLYR069","LAPIZ LYRA 1210113 2510 NEG 3H ROBINSON","1.5","1"
"LAPSTB036","LAPIZ STABILO 880/355 WOODY 3 EN 1 ROS BEBE EXTRAGRUESO","0.5","1"
"MOPDEL002","MOUSE PAD DELLO 6553.BP.0030 AZUL PASTEL","1.2","1"
"SOBMVU005","SOBRE MVUSA 04161 AMA MANILA OFICIO 10X15PULG","1.2","1"
"GOEXXX122","GOMA EVA GLITTER OFICIO ADHESIVO VIO","1.5","1"
"XMUHOG306","EDUCACION MUSICAL 6 N EDICION 6 PRIM 2012","1.5","1"
"XQMSIN009","QUIMICA MANUAL DE LABORATORIO","1.5","1"
"XI3HOG336","HELLO 6 6 SEC 2024","0.7","1"
"PCPMDN005","PAP CREPE MADISON DISEÑO","1.5","1"
"PINPTL048","PINCEL PENTEL XGFH DZX COLOR BRUSH METALIC PLATA","0.5","1"
"PTFTNP025","PLASTOFORM TECNOPOR 5CM (50X100CM) B/10U","0.5","1.5"
"XCISIG082","ASQUEROSOLOGIA ASQUEROSOLOGIA ANIMAL","0.7","1"
"GRAMDN004","GRAPAS MADISON 23/13 CJ1000U","1.2","1"
"CAUXXX030","CARTULINA CROMADA NEG","0.7","0.5"
"CNEFST002","CINTA EMBAL FIVE STICK CAF 100YDS","1.5","1"
"CUDLEY008","CUADERNILLO LEYDEZ 0.4MM CARTA C/MARGEN","1.2","1"
"TCRXXX004","TAPA CARPETA CARTA CARTON","1.5","1"
"XREHOG406","VALORES ESPIRIT Y RELIG 6 PRIMARIA EDICION 2021","1.5","1.2"
"XCLSIG090","COLEC PEQUEÑOS CLASICOS DIF TITULOS","1.2","1"
"XCLALG050","MALETA MAGICA LAS MINAS DEL REY CHANG PY ÑONG","0.5","1"
"LCLLYR024","LAPIC COLOR LYRA 3621120 JGO12U SUPER FERBY CAJA CARTON","0.7","1"
"XCLALG055","PRIMEROS CUENTOS LA TELE NO FUNCIONA","0.5","1"
"MCHHRL019","MOCHILA HERLITZ MINI SOFTBAG PINK HEARTS 50014088","0.7","1.2"
"PINPTL046","PINCEL PENTEL XGFH DVX COLOR BRUSH METALIC VIO M AZU","0.5","1"
"XCLSIG709","HILO INFINITO EL NOMBRE DEL OGRO","0.5","1"
"XCLALG060","LETRA MAGICA EN LOS COLUMPIOS","1.5","1"
"CAUXXX017","CARTULINA 180GR VER ESMERALDA 70X100CM","1.2","1.5"
"GRARAP020","GRAPAS RAPID 24071301 R11 3/8PULG 10MM 5000U","1.5","1"
"HJCABC026","HJA CARPETA ABC 3 PERF CUAD 5MM CQ 57GR PQ500HJS","0.5","1"
"ESPXXX005","ESPIRAL 17MM PLAST(50UNID)","1.2","1"
"XI3HOG334","HELLO 4 4 SEC 2024","1.5","1"
"PRELEY013","PORTAREVIS LEYDEZ TRIC 4 CARTON GUINDO","1.2","1"
"XI3HOG405","OKAY E EDICION 2021","1.5","1"
"CAVWJO008","CARTAP VISOR WILSON JONES 7149 2PULG 3A CARTA BLA","0.7","1"
"TPIPTL001","TINT PINCEL FR 101X CARTUCHO NEGRA PARA GFL","1.2","1"
"XLNGIS005","EL CUENTO QUE NUNCA SE CONTO","1.5","1"
"XMASIN011","ARITMETICA VOL II COL COMUNIDAD OLIMPICA","1.2","1"
"XMUGES112","MUSICA 6 SEC GES 2014","1.5","1"
"FOLDEL015","FOLDER DELLO 0241.R.0050 DELLOFINE LILA ALA OFICIO","1.5","1"
"XLIGUM023","LA ILIADA","1.2","1"
"XCSEDB207","CIENCIAS SOCIALES ACTUALIZADO 1 SEC","0.7","0.5"
"TIJISO001","TIJERA ISOFIT 8PULG ACERO INOX ASA DE GOMA","0.5","1"
"BLPHOA033","BLOCK POST HOPAX S21596 50MMX20MM 6 COLORES 30  X COLOR","1.5","1"
"CUALAP003","CUADERNO LAPAP DIBUJO NO12 32X24CM","0.5","1.5"
"LAPBRW003","LAPIZ NEG BRW LP7208 HB C/DISEÑO GATITO 72 UNI","0.5","1"
"LCLSTB039","LAPIC COLOR STABILO 1400 615 CARBOTHELLO OCRE OSCURO","0.7","1.5"
"XMASIN010","ALGEBRA VOL II COL COMUNIDAD OLIMPICA","0.7","1.2"
"FORRIC009","FORRO RICOR 1/2 OFICIO PLAST BLA","0.5","1"
"PDDPEL018","PINT DEDO PELIKAN MX ROSA CARNE 150ML","0.5","1"
"MRDDXX003","MARCADOR PERM  DX-3000 ROJ","1.5","1.2"
"GOMSTD027","GOMA BORRAR STAEDTLER 526 61 T/LAPIZ","1.5","1.2"
"CCODEL006","CARPETA COLG DELLO OFICIO AZUL","0.5","1"
"ETQAVR084","ETIQUETAS AVERY 5395 BLA 86X57MM 2 1/3X3 3/8PULG CJ50HJS","1.2","1"
"XCLALG068","LETRA MAGICA EL SUEÑO DEL LIBRO","1.5","1"
"MRDDXX004","MARCADOR PERM  DX-3000 VER ","1.2","1"
"LCLSTB049","LAPIC COLOR STABILO 1400 460 CARBOTHELLO TURQUESA","0.5","0.7"
"TIJISO002","TIJERA ISOFIT 7PULG OFICINA 3010 A","1.5","1"
"XACALB079","50 JUEGOS PARA EL PENSAMIENTO ESTRATEGICO","1.2","1"
"LCLLYR075","LAPIC COLOR LYRA 2014200 REMBRANDT AQUARELL JGO106U EST MAD","1.2","1"
"XI3HOG332","HELLO 2 2 SEC 2024","1.2","1"
"TABATS002","TABLERO ARTESCO CAMPO TAPA PLAST","0.7","1.5"
"PBOREP010","PAP BOND REPORT BLAN 75GR A4 PQ500HJS","1.2","1.5"
"XLLATN012","VAMOS A CALENTAR EL SOL EDC ESCOLAR","0.7","1"
"MRDPTL011","MARCADOR PENTEL N65W BE ROJO PERM DOBLE PTA","1.5","1"
"PTFTNP014","PLASTOFORM TECNOPOR ESFERA 2.0CM DIAMETRO","1.5","1.2"
"XACALB086","ADIVINANZAS QUE AVANZAN","1.5","1"
"XREEDB203","RELIGION VAMOS ADELANTE ACTUALIZADO 3 PRIM","0.7","1"
"DVDTDK001","DVD TDK DVD R 47GB 1X A 16X","0.5","1"
"TPIPTL011","TINT PINCEL FP10BP2A CARTUCHO NEGRA PARA GFKP3BPA","0.7","0.5"
"FOLDEL071","FOLDER DELLO 0274.AU.0030 SECRETS ORO ALA OFICIO","0.5","1"
"PCAKOM001","PAP CARBON KORES NEG OFICIO METALEX","0.7","1"
"HJCABC041","HJA CARPETA ABC 2 PERF BLAN PQ500HJS","0.7","1"
"XBIEDB203","BIOLOGIA ACTUALIZADO 3 SEC","1.5","1"
"PAGXXX005","PAP GAMUZA VER 40X60CM","1.5","1"
"PILDRC002","PILAS DURACELL C (2U.)MEDIANA","1","0.5"
"CCODEL005","CARPETA COLG DELLO OFICIO VERDE","1","0.7"
"PCAPEL004","PAP CARBON PELIKAN MX PLENTICOPY 200 H OFICIO AZU","1.2","1"
"ABROIC001","ABRE CARTA OIC 94909 METAL","1.5","1.2"
"GLIPEL020","GLITER PELIKAN AR 051 020 217 ROSA PASTEL 60ML","0.7","1"
"STCAVR002","STICKERS AVERY 2004 ANIMALES DE GRANJA BL2HJS","1.5","1"
"XCLALG062","LETRA MAGICA LA ABUELA DE ROSA","0.5","1"
"LCLSTB059","LAPIC COLOR STABILO 1400 385 CARBOTHELLO VIOLETA OSCURO","0.7","1"
"BOLPTL083","BOLIGRAFO PENTEL BL2007C A CAPA AZU 0.7MM ENERGEL","0.7","1"
"PCOIND002","PAP CONTIN INDUFOR BLA 9 1/2X11X1","0.5","1"
"PINPTL005","PINCEL PENTEL XGFL 102 ROJO COLOR BRUSH","0.7","1"
"PLTPRR001","PALETA PRO ARTE 12265-3","0.7","1"
"CCDSON002","CD SONY 700MB ETIQUETA","1.2","1"
"TAJFBC001","TAJADOR FABER 125TZF COL PASTEL","0.5","1"
"BOLSCH016","BOLIGRAFO SCHNEIDER 505 M TOPS  AZUL","0.7","1"
"TTMSHI002","TINT TAMPO SHINY 28ML AZU","1.5","1"
"LAMCIM003","LAMINA CIMA ESCOLAR OFICIO","0.5","1"
"PINPTL015","PINCEL PENTEL XGFL 141 SEPIA COLOR BRUSH","0.5","1"
"MOUXXX003","MOUSE INALAMBRICO","0.5","1"
"LCLSTB034","LAPIC COLOR STABILO 1400 680 CARBOTHELLO OCRE CARNE OSCURO","1.5","1"
"PCOXXX001","PAP CONTIN ANDI FORM BLA 9 1/2X11X3 CJA1000HJ","1.5","1"
"LCLSTB020","LAPIC COLOR STABILO 1400 770 CARBOTHELLO GRIS PAYNE","0.5","1"
"SENATS017","SEÑALADOR ARTESCO NAR PRECORTADO 5.1CM PLAST","0.5","1"
"LCLSTB021","LAPIC COLOR STABILO 1400 720 CARBOTHELLO GRIS AZULADO 1","0.5","1"
"LCLSTB045","LAPIC COLOR STABILO 1400 685 CARBOTHELLO SIENA","1.2","1"
"BOLPTL038","BOLIGRAFO PENTEL BK477 A NEG 0.7MM SUPER RETRAC","0.7","1"
"CAUXXX063","CARTULINA DUPLEX OFICIO","0.5","1"
"XLNHOG001","LA VIRGEN DE LAS SIETE CALLES","0.5","1"
"LAPLYR025","LAPIZ LYRA 303 2031002 CAFE SEPIA DUNKEL REMBRANDT","0.7","1"
"PDDPEL016","PINT DEDO PELIKAN MX VIO 150ML","1.2","1"
"FOLVIN025","FOLDER VINIFAN DOBLE TAPA OFICIO VERDE LIMON GUS","1","1.5"
"PBOPLI034","PAP BOND PAPER LINE ROS 75GR OFICIO","0.5","1.2"
"CAVRIC034","CARTAP VISOR RICOR 2PULG 3A A4 PLAST BLA","1.2","1"
"XREGES111","RELIGION 5 SEC GES 2014","0.5","1"
"PINPTL044","PINCEL PENTEL XGFH DFX COLOR BRUSH METALIC NAR M AMA","0.5","1"
"XLNGUM009","CUENTOS BREVES","1","1.2"
"GOMMDN003","GOMA BORRAR MADISON CON TAJADOR C/ DEPOSITO","0.5","1"
"PBOXXX014","PAP BOND 67X77CM 60GR BLAN","1.5","1"
"XLNGUM049","LA CHASCANAWI","0.5","1"
"XCLSIG363","ESTRELLA LAS MIL Y UNA NOCHES","0.5","1.2"
"TABLEY001","TABLERO LEYDEZ CAMPO CARTA","1.2","1"
"LIGXXX001","LIGAS ALI 1CM","0.5","1"
"XAPGES107","EXPRESION PLASTICA 1 SEC GES 2014","1.5","0.7"
"CALCAS025","CALCULADOR CASIO MX 12B WE 12DIG","0.5","1"
"CALCAS006","CALCULADOR CASIO FR 2650T WINCHADOR","1.2","1"
"XLILAT092","LEYENDAS DE BOLIVIA","1.5","1"
"PRRMDN005","PAP ARROZ MADISON TURQUESA 50X50CM","0.5","1"
"XLNGIS008","REVES DEL CUENTO - 8 EDICION","1.5","1"
"PDDKOR005","PINT DEDO KORES 150ML 72513 VER","1.5","1.2"
"XREEDB204","RELIGION VAMOS ADELANTE ACTUALIZADO 4 PRIM","1.5","1"
"XI3THO035","TROUBLE AT SEA LEVEL 6","0.5","1"
"PCPSAI001","PAP CREPE SAILING B CEL","0.5","1"
"PFOXXX003","PAP FOTOGRAF A4","0.5","1"
"XXELAR022","DICC SINON ANTON E IDEAS AFINES ED LAROUSSE","1.5","1"
"XLNHOG258","COMO VUELAN LAS MARIPOSAS","1.5","1"
"GOMSTB005","GOMA BORRAR STABILO 1198 60 LEGEND","0.5","1"
"CAUKHL011","CARTULINA KOEHLER B9664 PIEL VACA BLA 220GR","0.5","1"
"PBOTOP001","PAP.BOND TOP COLOR T/CARTA 80GR.PQ/500HJS","1.2","1"
"XLNGUM098","SANGRE DE MESTIZOS","0.7","1"
"BOLPRK126","BOLIGRAFO PARKER 2076058 JOTTER VERDE CLIP CROMADO","0.5","1"
"XCLSIG823","ABRAZOS EL PEQUEÑO OSO","1.5","1.2"
"TTMSHI003","TINT TAMPO SHINY 28ML ROJ","0.7","1"
"TAJXXX001","TAJADOR PLAST ESCOLAR","1","0.7"
"MCPSTB098","MICROPUNTA STABILO 88 31 AZU COBALTO  POINT 88","0.5","1"
"PCOXXX003","PAP CONTIN ANDI FORM  BLA 9 1/2X5 1/2X1 CJA3000HJ","0.7","1"
"XI3EDB305","I´M READY 5 PRIM N EDICION","1.2","1"
"CUAABC082","CUADERNO ABC ENGRAP 50HJS CUAD 5MM CCOOL ","1.2","1"
"PLGXXX003","PLANO GUIA CICERONE ZONA CENTRAL LP GUARACHI M","1.2","0.7"
"XI3EDB303","I´M READY 3 PRIM N EDICION","0.7","1"
"XREEDB205","RELIGION VAMOS ADELANTE ACTUALIZADO 5 PRIM","1.5","1"
"MCPSTB100","MICROPUNTA STABILO 88 33 VER PRADO POINT 88","0.7","1"
"PILDRC016","PILAS DURACELL CR2032","0.7","1"
"XLNGUM102","SIRINGA","0.7","1"
"BLDPEL007","BLOCK DIBUJ PELIKAN AL AL W2 10HJS170GR 594X42CM 137794","0.7","1.2"
"XMUGES106","MUSICA 6 PRIM GES 2014","0.7","1"
"BLPXXX010","BLOCK POST FLUOR 3X2PULG 76X51MM","1","1.5"
"FOLVIN026","FOLDER VINIFAN DOBLE TAPA OFICIO MORADO GUS","1.5","1"
"XLIBTN022","HAMLET C E D C ART 110026","0.7","1"
"XLIBTN015","EL DIARIO DE ANA FRANK C E D C ART","0.5","1"
"PAPATS001","PAPELERO ARTESCO DELUXE PLASTICO","1.5","1"
"XCLALB027","MIS VALORES YO LO HAGO APRENDER A SER RESPONSABLE","1","1.5"
"XCLATN022","EL PREGUNTON","0.5","1"
"MRDSTB043","MARCADOR STABILO 568 50 PEN 68 BRUSH CEREZO","1","0.7"
"STCAVR004","STICKERS AVERY 2006 MEDIOS DE TRANSP BL2HJS","0.5","1"
"XLLALG004","CALCETIN BLANCO MAMA QUIERO QUE SEAS COMO UN ELEFANTE","1","0.5"
"GOEXXX052","GOMA EVA LISA CAF OSC 50X70CM","0.5","1"
"MRDSTB058","MARCADOR STABILO 568 46 PEN 68 BRUSH NEG","0.7","0.5"
"XI3THO042","DO IT LEVEL 7","0.5","1"
"XQMSIN006","QUIMICA GENERAL 5 CURSO PREUNIVERSITARIO","1.5","1"
"BLDCNS062","BLOCK DIBUJO ACUARELA MONTVAL CANSON 12HJS 300GR 36X48CM C200807321","1.2","1"
"XDRSIN012","MACHAQA TAYKA KAMACHI ESP AYMARA","1.2","1"
"CUBADP002","CUBO PAPEL ARDIP NO 101 4 LADOS SIN HOJAS","1.5","0.7"
"XLNHOG267","UMA Y LA TIERRA DE LOS JAGUARES","0.5","1"
"LCLSTB054","LAPIC COLOR STABILO 1400 590 CARBOTHELLO VERDE CROMO MATE","1.2","1.5"
"XLNHOG294","MEMORIAS DE RAINY UNA AVENTURA ENTRE LAS ESTRELLAS","0.7","1"
"FOLVIN027","FOLDER VINIFAN DOBLE TAPA OFICIO MAGENTA GUS","1.2","1"
"XLGNUM001","LENGUAJE-MATEMATICA 1 PRIMARIA - NUEVO MUNDO","0.5","0.7"
"GRAMDN006","GRAPAS MADISON 23/6 CJ1000U","0.5","1"
"XLNPLR001","CONTRA VIENTO Y MAREA ","0.7","1.2"
"FOLMDN004","FOLDER MADISON 1490 A4 O CARTA VARILLA PLAST","0.7","1"
"CCODEL004","CARPETA COLG DELLO OFICIO NAR","1.2","1"
"LCLSTB005","LAPIC COLOR STABILO 1400 695 CARBOTHELLO AMARILLO NAPOLES","1.2","1.5"
"XCLBTN015","NOCHES DE CUENTOS ALADINO FLAUTISTA DE HAMELIN ART 2223","0.7","1.2"
"CJCUSG002","CAJA CAUDAL USIGN US 72 P LLAVES LXWXH:36 10X65 00X47 80CMS","1","1.2"
"PEGMNP018","PEGAMENTO MONOPOL CARPICOLA 0.9 L EN SACHET","0.5","1.2"
"XMUHOG355","MUSICA EN EL AULA 5 EDICION2020 5 PRIM","1.5","1"
"MRDPIL010","MARCADOR PILOT SCA TM ROJ PERM TWIN MARKER FINE DOBLE PTA","0.5","1"
"GOEXXX010","GOMA EVA GLITTER CAF 50X70CM","1.5","1"
"XLNGUM124","PACHAMAMA","1","1.5"
"CARMAT033","CARTON AAA GRIS 2.0MM. (65,0 X 34,5CM.)","0.7","1"
"FOLDEL026","FOLDER DELLO 0233.H.0050 TOP LINE CRISTAL OFICIO","0.7","0.5"
"PLUXXX001","PAP LUSTROSO DORADO 50X70CM","1.2","1"
"CCTDEL027","CAJA ORGANIZADORA 2212.01.0005 DELLO MEDIA DINOSAUROS","0.7","1.5"
"XACALB051","MAGIA MENTAL","0.5","1"
"SETPEL010","SET LAPICES PELIKAN 2 SILVERSTAR TRIANG 1 LAPIZ  ROJO CHECADOR","1.2","1"
"MRDXXX005","MARCADOR GRUESO COLOR AZUL","1.2","1"
"XCLSIG834","YO MANEJO TREN DIVERTIDO","1.2","1"
"XLIGUM051","SELECCION DE CUENTOS DE OSCAR WILDE","1.2","0.5"
"XLLALR032","CIEN POEMAS PARA NINOS ED 2018 ED ECON","1.2","1"
"XLIATN028","ASSASSIN'S CREED 9 - HEREJIA","1.5","1"
"FOLDEL118","FOLDER DELLO 0244.P.0050 DELLOFINE NEG. LOMO 4 CMS ALA OFICIO","1.5","1.2"
"DETVER001","DETECTOR VERICASH VC16M","0.5","1.2"
"PMRLAP003","PAP.MARQUI. LAPAP. 135GR.T/OFICIO (PQ/500)","1","0.7"
"ENGISO004","ENGRAPADOR ISOFIT CI 1200 CAP 100HJS SEMI INDUST","0.5","1"
"XLNHOG293","UMA Y EL SECRETO CORAZON","0.7","1"
"CCHLEY002","CUCHILLA LEYDEZ 2035 GRUESA METAL","0.7","1"
"PLAPEL026","PLASTILINA PELIKAN MX 180G VER NEON 06700127","0.5","1"
"XCLSIG765","MIS AVENTURAS DIFERENTES TITULOS","1.5","1"
"LAPLYR073","LAPIZ LYRA 2054100 REMBRANDT CHARCOAL HB ","1.5","1"
"FOLOXF010","FOLDER OXFORD SER 1 YEL CARTA AMA PERSONAL 5DIV","1.2","1"
"XCLEDB207","UN CUENTO PARA CADA DIA JULIO","1.2","1"
"RESPEL004","RESALTADOR PELIKAN MX 725 VER TEXTMARKER","1.5","1"
"JUEART010","JUEGO ARTI TACJUEDI087 VAQUITA MADERA","0.7","1.5"
"XCLSIG875","BARRILETE AZUL POLLO PRIMOR COD 0016BZ0050","0.7","1"
"SETPTL002","BOLIGRAFOS PENTEL BX427 2 AZU 1 ROJ 0.7MM FEEL IT","0.5","1"
"MCPPTL046","MICROPUNTA PENTEL BX155B BX ROJ 0.5MM VICUÑA","1.2","1"
"CARXXX010","CARTON GRIS TAMAÑO CARTA","0.7","1"
"CAVRIC022","CARTAP VISOR RICOR 1.5PULG 2A CARTA PLAST DIF COLOR","0.5","1"
"PPIXXX002","PORTA CUBO AL TEJIDO","1.2","1"
"PEGINS001","PEGAMENTO AAA CLEFA 1 KG.","1.5","1"
"RPECRL009","RPTO PERFORADOR CARL HD 410MD AGUJA","1","1.5"
"CNEFST004","CINTA EMBAL FIVE STICK TRANSP 250YDS","0.5","1"
"LAPSTD031","LAPIZ STAEDTLER 100 - 8B NEG. LUMOGRAPH","0.7","1.2"
"CORXXX003","CORRECTOR CINTA","1.2","1"
"XI3HOG322","HELLO 2 2SEC 2019","0.5","1"
"PBOMAT053","PAP.BOND AAA BOBINA 75 GRS / 87 CMS PBO","1.5","1"
"CAUMAT026","CARTULINA AAA TRIPLEX 225 GR.(67 X 87 CM.)","0.5","1"
"XCACOQ004","CALIGRAFIA 4","1.2","1"
"XCLALB011","MIS VALORES ES MIO APRENDER A SER GENEROSO","0.5","1"
"MRJSTB010","MARCADOR JGO STABILO 568 24 PEN 68 BRUSH CJA24U","0.7","1"
"XI3THO026","THE BEAR`S MOUTH LEVEL 5","0.7","1"
"TBTEST039","TARJ BAUTIZO ESTRE COL BZ 1020 COLIT NIÑA","1.5","1"
"SETPTL001","BOLIGRAFOS PENTEL BX427 AZU NEG ROJ 0.7MM FEEL IT","1.5","1"
"SETPTL003","BOLIGRAFOS PENTEL BX427 3 AZU 0.7MM  FEEL IT","1.2","1"
"XCPLAL007","DIVERSIONES NAVIDENAS 1994","0.7","1"
"ALAMAT005","ALAMBRE AAA RECUBIERTO 1.2 BLANCO","0.5","1"
"CARMAT036","CARTON AAA GRIS 1.8MM. (21,8 X 45,5CM.)","0.5","1.5"
